Nr.	Pos. [°2Th.]	Q [1/Å]	Iberechn. [cts]	Iback [cts]	Std.Abw.	d-Werte	CT [s]	Intensity [Counts]
1086	34.1216	2.3931			21.5015	2.6255	32.8950	462.3140
1087	34.1346	2.3940			20.9558	2.6246	32.8950	439.1468
1088	34.1476	2.3949			20.2502	2.6236	32.8950	410.0699
1089	34.1606	2.3957			20.1765	2.6226	32.8950	407.0906
1090	34.1736	2.3966			20.6095	2.6217	32.8950	424.7515
1091	34.1866	2.3975			20.6554	2.6207	32.8950	426.6441
1092	34.1996	2.3984			20.1574	2.6197	32.8950	406.3205
1093	34.2126	2.3993			20.5346	2.6188	32.8950	421.6703
1094	34.2256	2.4002			20.3840	2.6178	32.8950	415.5073
1095	34.2386	2.4011			19.8761	2.6168	32.8950	395.0599
1096	34.2516	2.4019			20.4100	2.6159	32.8950	416.5686
1097	34.2646	2.4028			20.1403	2.6149	32.8950	405.6307
1098	34.2776	2.4037			20.9587	2.6140	32.8950	439.2675
1099	34.2906	2.4046			21.1374	2.6130	32.8950	446.7885
1100	34.3036	2.4055			20.7342	2.6120	32.8950	429.9077
1101	34.3166	2.4064			21.0831	2.6111	32.8950	444.4960
1102	34.3296	2.4072			20.1948	2.6101	32.8950	407.8310
1103	34.3426	2.4081			20.4274	2.6092	32.8950	417.2782
1104	34.3556	2.4090			20.2142	2.6082	32.8950	408.6152
1105	34.3686	2.4099			20.8927	2.6072	32.8950	436.5035
1106	34.3816	2.4108			21.1339	2.6063	32.8950	446.6415
1107	34.3946	2.4117			20.9039	2.6053	32.8950	436.9741
1108	34.4076	2.4125			20.8703	2.6044	32.8950	435.5678
1109	34.4206	2.4134			20.2201	2.6034	32.8950	408.8539
1110	34.4336	2.4143			19.6238	2.6025	32.8950	385.0921
1111	34.4466	2.4152			21.1921	2.6015	32.8950	449.1057
1112	34.4596	2.4161			20.7479	2.6006	32.8950	430.4736
1113	34.4726	2.4170			20.0010	2.5996	32.8950	400.0417
1114	34.4856	2.4179			20.3309	2.5987	32.8950	413.3471
1115	34.4986	2.4187			20.4167	2.5977	32.8950	416.8397
1116	34.5116	2.4196			21.8819	2.5968	32.8950	478.8175
1117	34.5246	2.4205			20.7184	2.5958	32.8950	429.2510
1118	34.5376	2.4214			20.6600	2.5949	32.8950	426.8336
1119	34.5506	2.4223			20.5540	2.5939	32.8950	422.4657
1120	34.5636	2.4232			20.4989	2.5930	32.8950	420.2061
1121	34.5766	2.4240			20.6663	2.5920	32.8950	427.0961
1122	34.5896	2.4249			20.4322	2.5911	32.8950	417.4749
1123	34.6026	2.4258			21.2090	2.5901	32.8950	449.8198
1124	34.6156	2.4267			21.1896	2.5892	32.8950	448.9992
1125	34.6286	2.4276			21.3652	2.5883	32.8950	456.4733
1126	34.6416	2.4285			20.9461	2.5873	32.8950	438.7397
1127	34.6546	2.4293			19.9647	2.5864	32.8950	398.5907
1128	34.6676	2.4302			20.9189	2.5854	32.8950	437.6010
1129	34.6806	2.4311			20.9165	2.5845	32.8950	437.5007
1130	34.6936	2.4320			21.0660	2.5836	32.8950	443.7749
1131	34.7066	2.4329			21.1001	2.5826	32.8950	445.2122
1132	34.7196	2.4338			19.5844	2.5817	32.8950	383.5481
1133	34.7326	2.4346			19.4496	2.5807	32.8950	378.2872
1134	34.7456	2.4355			20.3802	2.5798	32.8950	415.3532
1135	34.7586	2.4364			20.8561	2.5789	32.8950	434.9773
1136	34.7716	2.4373			20.0641	2.5779	32.8950	402.5672
1137	34.7846	2.4382			20.7026	2.5770	32.8950	428.5978
1138	34.7976	2.4391			20.6165	2.5761	32.8950	425.0415
1139	34.8106	2.4399			20.7716	2.5751	32.8950	431.4599
1140	34.8236	2.4408			20.2425	2.5742	32.8950	409.7587
1141	34.8366	2.4417			20.0188	2.5733	32.8950	400.7543
1142	34.8496	2.4426			20.1512	2.5723	32.8950	406.0719
1143	34.8626	2.4435			20.8346	2.5714	32.8950	434.0804
1144	34.8756	2.4444			20.0714	2.5705	32.8950	402.8601
1145	34.8886	2.4452			20.1322	2.5696	32.8950	405.3064
1146	34.9016	2.4461			20.3913	2.5686	32.8950	415.8052
1147	34.9146	2.4470			20.0981	2.5677	32.8950	403.9354
1148	34.9276	2.4479			19.9809	2.5668	32.8950	399.2382
1149	34.9406	2.4488			19.9084	2.5659	32.8950	396.3448
1150	34.9536	2.4496			20.0447	2.5649	32.8950	401.7905
1151	34.9666	2.4505			20.0129	2.5640	32.8950	400.5172
1152	34.9796	2.4514			19.5324	2.5631	32.8950	381.5143
1153	34.9926	2.4523			19.2614	2.5622	32.8950	371.0000
1154	35.0056	2.4532			19.8762	2.5612	32.8950	395.0620
1155	35.0186	2.4541			20.1706	2.5603	32.8950	406.8544
1156	35.0316	2.4549			20.5044	2.5594	32.8950	420.4305
1157	35.0446	2.4558			20.6880	2.5585	32.8950	427.9931
1158	35.0576	2.4567			20.6833	2.5576	32.8950	427.7984
1159	35.0706	2.4576			19.9570	2.5566	32.8950	398.2821
1160	35.0836	2.4585			20.0001	2.5557	32.8950	400.0035
1161	35.0966	2.4594			20.7870	2.5548	32.8950	432.0987
1162	35.1096	2.4602			20.4303	2.5539	32.8950	417.3959
1163	35.1226	2.4611			20.0104	2.5530	32.8950	400.4161
1164	35.1356	2.4620			20.3400	2.5521	32.8950	413.7161
1165	35.1486	2.4629			20.8530	2.5511	32.8950	434.8469
1166	35.1616	2.4638			20.2992	2.5502	32.8950	412.0579
1167	35.1746	2.4646			19.7305	2.5493	32.8950	389.2918
1168	35.1876	2.4655			19.9748	2.5484	32.8950	398.9927
1169	35.2006	2.4664			20.0548	2.5475	32.8950	402.1958
1170	35.2136	2.4673			19.7026	2.5466	32.8950	388.1942
1171	35.2266	2.4682			20.0592	2.5457	32.8950	402.3724
1172	35.2396	2.4691			20.4462	2.5448	32.8950	418.0467
1173	35.2526	2.4699			19.7471	2.5439	32.8950	389.9499
1174	35.2656	2.4708			19.7006	2.5430	32.8950	388.1118
1175	35.2786	2.4717			20.1407	2.5420	32.8950	405.6488
1176	35.2916	2.4726			19.9543	2.5411	32.8950	398.1742
1177	35.3046	2.4735			19.9397	2.5402	32.8950	397.5920
1178	35.3176	2.4744			20.5044	2.5393	32.8950	420.4284
1179	35.3306	2.4752			20.4250	2.5384	32.8950	417.1807
1180	35.3436	2.4761			20.3953	2.5375	32.8950	415.9680
1181	35.3566	2.4770			20.0135	2.5366	32.8950	400.5416
1182	35.3696	2.4779			19.9461	2.5357	32.8950	397.8453
1183	35.3826	2.4788			20.1084	2.5348	32.8950	404.3494
1184	35.3956	2.4796			20.3060	2.5339	32.8950	412.3332
1185	35.4086	2.4805			19.9681	2.5330	32.8950	398.7241
1186	35.4216	2.4814			19.8271	2.5321	32.8950	393.1152
1187	35.4346	2.4823			20.1725	2.5312	32.8950	406.9286
1188	35.4476	2.4832			20.4070	2.5303	32.8950	416.4445
1189	35.4606	2.4840			20.7947	2.5294	32.8950	432.4187
1190	35.4736	2.4849			20.2240	2.5285	32.8950	409.0119
1191	35.4866	2.4858			20.2702	2.5276	32.8950	410.8830
1192	35.4996	2.4867			20.0408	2.5267	32.8950	401.6349
1193	35.5126	2.4876			20.1847	2.5258	32.8950	407.4223
1194	35.5256	2.4885			21.0862	2.5249	32.8950	444.6269
1195	35.5386	2.4893			21.1759	2.5240	32.8950	448.4170
1196	35.5516	2.4902			20.5947	2.5231	32.8950	424.1428
1197	35.5646	2.4911			20.6418	2.5223	32.8950	426.0819
1198	35.5776	2.4920			19.9051	2.5214	32.8950	396.2140
1199	35.5906	2.4929			20.2950	2.5205	32.8950	411.8869
1200	35.6036	2.4937			20.2604	2.5196	32.8950	410.4842
1201	35.6166	2.4946			20.2164	2.5187	32.8950	408.7038
1202	35.6296	2.4955			20.7806	2.5178	32.8950	431.8342
1203	35.6426	2.4964			19.9580	2.5169	32.8950	398.3210
1204	35.6556	2.4973			20.3669	2.5160	32.8950	414.8096
1205	35.6686	2.4981			20.3136	2.5151	32.8950	412.6425
1206	35.6816	2.4990			20.5817	2.5143	32.8950	423.6074
1207	35.6946	2.4999			20.3798	2.5134	32.8950	415.3370
1208	35.7076	2.5008			20.6121	2.5125	32.8950	424.8573
1209	35.7206	2.5017			20.4759	2.5116	32.8950	419.2632
1210	35.7336	2.5026			20.9250	2.5107	32.8950	437.8545
1211	35.7466	2.5034			20.0305	2.5098	32.8950	401.2216
1212	35.7596	2.5043			19.8274	2.5089	32.8950	393.1273
1213	35.7726	2.5052			21.3160	2.5081	32.8950	454.3724
1214	35.7856	2.5061			20.8052	2.5072	32.8950	432.8582
1215	35.7986	2.5070			20.9219	2.5063	32.8950	437.7259
1216	35.8116	2.5078			19.5278	2.5054	32.8950	381.3361
1217	35.8246	2.5087			19.2004	2.5045	32.8950	368.6552
1218	35.8376	2.5096			20.1471	2.5037	32.8950	405.9067
1219	35.8506	2.5105			19.8586	2.5028	32.8950	394.3659
1220	35.8636	2.5114			19.9833	2.5019	32.8950	399.3330
1221	35.8766	2.5122			20.4862	2.5010	32.8950	419.6853
1222	35.8896	2.5131			20.7995	2.5002	32.8950	432.6184
1223	35.9026	2.5140			20.9165	2.4993	32.8950	437.4998
1224	35.9156	2.5149			21.7593	2.4984	32.8950	473.4658
1225	35.9286	2.5158			21.1105	2.4975	32.8950	445.6512
1226	35.9416	2.5166			20.9157	2.4967	32.8950	437.4645
1227	35.9546	2.5175			21.3591	2.4958	32.8950	456.2108
1228	35.9676	2.5184			20.4226	2.4949	32.8950	417.0828
1229	35.9806	2.5193			20.8545	2.4940	32.8950	434.9085
1230	35.9936	2.5202			20.7298	2.4932	32.8950	429.7232
1231	36.0066	2.5210			20.7216	2.4923	32.8950	429.3867
1232	36.0196	2.5219			20.9813	2.4914	32.8950	440.2133
1233	36.0326	2.5228			20.3162	2.4906	32.8950	412.7469
1234	36.0456	2.5237			20.8295	2.4897	32.8950	433.8661
1235	36.0586	2.5246			21.0655	2.4888	32.8950	443.7559
1236	36.0716	2.5254			20.2407	2.4880	32.8950	409.6862
1237	36.0846	2.5263			20.0052	2.4871	32.8950	400.2081
1238	36.0976	2.5272			20.5087	2.4862	32.8950	420.6049
1239	36.1106	2.5281			20.7918	2.4854	32.8950	432.2971
1240	36.1236	2.5290			20.2481	2.4845	32.8950	409.9870
1241	36.1366	2.5298			20.6172	2.4836	32.8950	425.0683
1242	36.1496	2.5307			20.7652	2.4828	32.8950	431.1951
1243	36.1626	2.5316			20.5648	2.4819	32.8950	422.9115
1244	36.1756	2.5325			20.0666	2.4810	32.8950	402.6691
1245	36.1886	2.5334			20.5324	2.4802	32.8950	421.5794
1246	36.2016	2.5342			21.2946	2.4793	32.8950	453.4617
1247	36.2146	2.5351			20.6413	2.4785	32.8950	426.0652
1248	36.2276	2.5360			19.9526	2.4776	32.8950	398.1043
1249	36.2406	2.5369			20.2647	2.4767	32.8950	410.6580
1250	36.2536	2.5378			20.2053	2.4759	32.8950	408.2522
1251	36.2666	2.5386			19.8201	2.4750	32.8950	392.8346
1252	36.2796	2.5395			19.6230	2.4742	32.8950	385.0640
1253	36.2926	2.5404			19.7758	2.4733	32.8950	391.0818
1254	36.3056	2.5413			20.2777	2.4725	32.8950	411.1838
1255	36.3186	2.5422			20.2282	2.4716	32.8950	409.1791
1256	36.3316	2.5430			20.2337	2.4707	32.8950	409.4026
1257	36.3446	2.5439			19.8987	2.4699	32.8950	395.9590
1258	36.3576	2.5448			19.6327	2.4690	32.8950	385.4426
1259	36.3706	2.5457			20.1480	2.4682	32.8950	405.9435
1260	36.3836	2.5465			20.3080	2.4673	32.8950	412.4140
1261	36.3966	2.5474			20.1866	2.4665	32.8950	407.4979
1262	36.4096	2.5483			20.0048	2.4656	32.8950	400.1924
1263	36.4226	2.5492			20.1342	2.4648	32.8950	405.3854
1264	36.4356	2.5501			20.4939	2.4639	32.8950	420.0000
1265	36.4486	2.5509			20.6387	2.4631	32.8950	425.9567
1266	36.4616	2.5518			20.6356	2.4622	32.8950	425.8275
1267	36.4746	2.5527			20.4206	2.4614	32.8950	417.0000
1268	36.4876	2.5536			20.1885	2.4605	32.8950	407.5743
1269	36.5006	2.5545			20.1673	2.4597	32.8950	406.7185
1270	36.5136	2.5553			20.2970	2.4588	32.8950	411.9680
1271	36.5266	2.5562			19.9398	2.4580	32.8950	397.5947
1272	36.5396	2.5571			20.1066	2.4572	32.8950	404.2762
1273	36.5526	2.5580			19.9624	2.4563	32.8950	398.4987
1274	36.5656	2.5589			19.8924	2.4555	32.8950	395.7074
1275	36.5786	2.5597			20.2535	2.4546	32.8950	410.2048
1276	36.5916	2.5606			19.5716	2.4538	32.8950	383.0472
1277	36.6046	2.5615			19.9641	2.4529	32.8950	398.5655
1278	36.6176	2.5624			20.4633	2.4521	32.8950	418.7449
1279	36.6306	2.5632			20.2443	2.4513	32.8950	409.8315
1280	36.6436	2.5641			20.4979	2.4504	32.8950	420.1656
1281	36.6566	2.5650			20.7603	2.4496	32.8950	430.9890
1282	36.6696	2.5659			20.9849	2.4487	32.8950	440.3676
1283	36.6826	2.5668			20.4884	2.4479	32.8950	419.7731
1284	36.6956	2.5676			20.0079	2.4471	32.8950	400.3149
1285	36.7086	2.5685			20.2658	2.4462	32.8950	410.7012
1286	36.7216	2.5694			20.1433	2.4454	32.8950	405.7508
1287	36.7346	2.5703			20.0200	2.4446	32.8950	400.8004
1288	36.7476	2.5711			19.9191	2.4437	32.8950	396.7700
1289	36.7606	2.5720			19.8333	2.4429	32.8950	393.3592
1290	36.7736	2.5729			19.7029	2.4421	32.8950	388.2030
1291	36.7866	2.5738			20.1097	2.4412	32.8950	404.4005
1292	36.7996	2.5747			20.1022	2.4404	32.8950	404.0970
1293	36.8126	2.5755			19.9495	2.4396	32.8950	397.9842
1294	36.8256	2.5764			20.0471	2.4387	32.8950	401.8862
1295	36.8386	2.5773			19.5771	2.4379	32.8950	383.2609
1296	36.8516	2.5782			20.2961	2.4371	32.8950	411.9334
1297	36.8646	2.5791			19.6910	2.4362	32.8950	387.7338
1298	36.8776	2.5799			19.6173	2.4354	32.8950	384.8385
1299	36.8906	2.5808			20.3702	2.4346	32.8950	414.9456
1300	36.9036	2.5817			20.0416	2.4338	32.8950	401.6639
1301	36.9166	2.5826			20.3715	2.4329	32.8950	415.0000
1302	36.9296	2.5834			20.3044	2.4321	32.8950	412.2676
1303	36.9426	2.5843			19.5945	2.4313	32.8950	383.9449
1304	36.9556	2.5852			19.3573	2.4304	32.8950	374.7070
1305	36.9686	2.5861			20.2545	2.4296	32.8950	410.2453
1306	36.9816	2.5870			20.3811	2.4288	32.8950	415.3876
1307	36.9946	2.5878			20.9357	2.4280	32.8950	438.3045
1308	37.0076	2.5887			19.4029	2.4272	32.8950	376.4732
1309	37.0206	2.5896			19.7655	2.4263	32.8950	390.6756
1310	37.0336	2.5905			19.3949	2.4255	32.8950	376.1638
1311	37.0466	2.5913			19.7488	2.4247	32.8950	390.0160
1312	37.0596	2.5922			19.9731	2.4239	32.8950	398.9267
1313	37.0726	2.5931			20.3885	2.4230	32.8950	415.6929
1314	37.0856	2.5940			21.2823	2.4222	32.8950	452.9365
1315	37.0986	2.5948			20.3370	2.4214	32.8950	413.5922
1316	37.1116	2.5957			19.2875	2.4206	32.8950	372.0089
1317	37.1246	2.5966			19.8857	2.4198	32.8950	395.4406
1318	37.1376	2.5975			19.7604	2.4190	32.8950	390.4737
1319	37.1506	2.5984			19.5135	2.4181	32.8950	380.7760
1320	37.1636	2.5992			20.4307	2.4173	32.8950	417.4116
1321	37.1766	2.6001			20.7805	2.4165	32.8950	431.8307
1322	37.1896	2.6010			20.8729	2.4157	32.8950	435.6779
1323	37.2026	2.6019			19.9731	2.4149	32.8950	398.9261
1324	37.2156	2.6027			19.8714	2.4141	32.8950	394.8728
1325	37.2286	2.6036			20.1548	2.4133	32.8950	406.2173
1326	37.2416	2.6045			21.1278	2.4124	32.8950	446.3825
1327	37.2546	2.6054			20.7219	2.4116	32.8950	429.3954
1328	37.2676	2.6062			20.3307	2.4108	32.8950	413.3366
1329	37.2806	2.6071			20.6553	2.4100	32.8950	426.6404
1330	37.2936	2.6080			21.1827	2.4092	32.8950	448.7049
1331	37.3066	2.6089			20.4954	2.4084	32.8950	420.0633
1332	37.3196	2.6098			19.9429	2.4076	32.8950	397.7186
1333	37.3326	2.6106			20.0458	2.4068	32.8950	401.8349
1334	37.3456	2.6115			20.0226	2.4060	32.8950	400.9057
1335	37.3586	2.6124			20.3595	2.4052	32.8950	414.5092
1336	37.3716	2.6133			20.3957	2.4043	32.8950	415.9851
1337	37.3846	2.6141			20.3167	2.4035	32.8950	412.7686
1338	37.3976	2.6150			20.1162	2.4027	32.8950	404.6612
1339	37.4106	2.6159			20.1580	2.4019	32.8950	406.3437
1340	37.4236	2.6168			20.1104	2.4011	32.8950	404.4298
1341	37.4366	2.6176			19.7210	2.4003	32.8950	388.9178
1342	37.4496	2.6185			19.5171	2.3995	32.8950	380.9174
1343	37.4626	2.6194			20.6692	2.3987	32.8950	427.2144
1344	37.4756	2.6203			20.1120	2.3979	32.8950	404.4933
1345	37.4886	2.6212			20.1887	2.3971	32.8950	407.5836
1346	37.5016	2.6220			19.3945	2.3963	32.8950	376.1486
1347	37.5146	2.6229			19.1788	2.3955	32.8950	367.8253
1348	37.5276	2.6238			20.0663	2.3947	32.8950	402.6555
1349	37.5406	2.6247			20.1061	2.3939	32.8950	404.2559
1350	37.5536	2.6255			19.8379	2.3931	32.8950	393.5408
1351	37.5666	2.6264			19.8143	2.3923	32.8950	392.6049
1352	37.5796	2.6273			20.3280	2.3915	32.8950	413.2288
1353	37.5926	2.6282			20.2204	2.3907	32.8950	408.8637
1354	37.6056	2.6290			19.9575	2.3899	32.8950	398.3005
1355	37.6186	2.6299			19.6867	2.3891	32.8950	387.5656
1356	37.6316	2.6308			19.7117	2.3883	32.8950	388.5502
1357	37.6446	2.6317			19.7185	2.3875	32.8950	388.8197
1358	37.6576	2.6325			20.0719	2.3867	32.8950	402.8818
1359	37.6706	2.6334			20.2735	2.3859	32.8950	411.0153
1360	37.6836	2.6343			20.0371	2.3852	32.8950	401.4844
1361	37.6966	2.6352			20.0376	2.3844	32.8950	401.5057
1362	37.7096	2.6360			19.6503	2.3836	32.8950	386.1363
1363	37.7226	2.6369			19.4489	2.3828	32.8950	378.2589
1364	37.7356	2.6378			20.1149	2.3820	32.8950	404.6082
1365	37.7486	2.6387			20.3980	2.3812	32.8950	416.0784
1366	37.7616	2.6395			20.6435	2.3804	32.8950	426.1542
1367	37.7746	2.6404			20.6133	2.3796	32.8950	424.9089
1368	37.7876	2.6413			20.5650	2.3788	32.8950	422.9173
1369	37.8006	2.6422			21.0934	2.3780	32.8950	444.9326
1370	37.8136	2.6430			20.7504	2.3773	32.8950	430.5800
1371	37.8266	2.6439			20.8656	2.3765	32.8950	435.3742
1372	37.8396	2.6448			20.7514	2.3757	32.8950	430.6209
1373	37.8526	2.6457			20.3719	2.3749	32.8950	415.0155
1374	37.8656	2.6465			19.9753	2.3741	32.8950	399.0134
1375	37.8786	2.6474			20.2452	2.3733	32.8950	409.8680
1376	37.8916	2.6483			20.3454	2.3725	32.8950	413.9339
1377	37.9046	2.6492			20.1869	2.3718	32.8950	407.5098
1378	37.9176	2.6500			20.6832	2.3710	32.8950	427.7945
1379	37.9306	2.6509			20.9030	2.3702	32.8950	436.9363
1380	37.9436	2.6518			20.1833	2.3694	32.8950	407.3657
1381	37.9566	2.6527			20.0501	2.3686	32.8950	402.0062
1382	37.9696	2.6536			19.7190	2.3678	32.8950	388.8379
1383	37.9826	2.6544			19.6443	2.3671	32.8950	385.8970
1384	37.9956	2.6553			20.1094	2.3663	32.8950	404.3873
1385	38.0086	2.6562			20.1327	2.3655	32.8950	405.3247
1386	38.0216	2.6571			20.0144	2.3647	32.8950	400.5761
1387	38.0346	2.6579			20.3213	2.3639	32.8950	412.9537
1388	38.0476	2.6588			20.4744	2.3632	32.8950	419.2028
1389	38.0606	2.6597			19.7218	2.3624	32.8950	388.9494
1390	38.0736	2.6605			19.6837	2.3616	32.8950	387.4479
1391	38.0866	2.6614			20.1175	2.3608	32.8950	404.7121
1392	38.0996	2.6623			19.9246	2.3601	32.8950	396.9904
1393	38.1126	2.6632			19.9025	2.3593	32.8950	396.1081
1394	38.1256	2.6640			19.6118	2.3585	32.8950	384.6243
1395	38.1386	2.6649			20.6798	2.3577	32.8950	427.6536
1396	38.1516	2.6658			20.4409	2.3570	32.8950	417.8323
1397	38.1646	2.6667			19.9470	2.3562	32.8950	397.8823
1398	38.1776	2.6675			19.5078	2.3554	32.8950	380.5542
1399	38.1906	2.6684			19.6713	2.3546	32.8950	386.9582
1400	38.2036	2.6693			20.1301	2.3539	32.8950	405.2196
1401	38.2166	2.6702			19.8319	2.3531	32.8950	393.3053
1402	38.2296	2.6710			20.1513	2.3523	32.8950	406.0758
1403	38.2426	2.6719			20.5767	2.3516	32.8950	423.3993
1404	38.2556	2.6728			20.1488	2.3508	32.8950	405.9729
1405	38.2686	2.6737			19.8460	2.3500	32.8950	393.8618
1406	38.2816	2.6745			19.8333	2.3493	32.8950	393.3607
1407	38.2946	2.6754			20.3328	2.3485	32.8950	413.4244
1408	38.3076	2.6763			19.5372	2.3477	32.8950	381.7026
1409	38.3206	2.6772			18.7726	2.3470	32.8950	352.4103
1410	38.3336	2.6780			20.7738	2.3462	32.8950	431.5522
1411	38.3466	2.6789			20.2237	2.3454	32.8950	409.0000
1412	38.3596	2.6798			20.2237	2.3447	32.8950	409.0000
1413	38.3726	2.6807			20.4911	2.3439	32.8950	419.8868
1414	38.3856	2.6815			20.3500	2.3431	32.8950	414.1213
1415	38.3986	2.6824			20.6545	2.3424	32.8950	426.6082
1416	38.4116	2.6833			19.8344	2.3416	32.8950	393.4022
1417	38.4246	2.6842			19.9662	2.3408	32.8950	398.6501
1418	38.4376	2.6850			20.4632	2.3401	32.8950	418.7420
1419	38.4506	2.6859			19.3980	2.3393	32.8950	376.2820
1420	38.4636	2.6868			20.5371	2.3386	32.8950	421.7732
1421	38.4766	2.6877			19.4359	2.3378	32.8950	377.7527
1422	38.4896	2.6885			20.0901	2.3370	32.8950	403.6137
1423	38.5026	2.6894			19.6827	2.3363	32.8950	387.4094
1424	38.5156	2.6903			19.4863	2.3355	32.8950	379.7166
1425	38.5286	2.6911			20.4281	2.3348	32.8950	417.3080
1426	38.5416	2.6920			20.4831	2.3340	32.8950	419.5571
1427	38.5546	2.6929			20.0495	2.3332	32.8950	401.9842
1428	38.5676	2.6938			20.1218	2.3325	32.8950	404.8861
1429	38.5806	2.6946			19.9213	2.3317	32.8950	396.8596
1430	38.5936	2.6955			19.6670	2.3310	32.8950	386.7897
1431	38.6066	2.6964			20.3519	2.3302	32.8950	414.1997
1432	38.6196	2.6973			20.1439	2.3295	32.8950	405.7776
1433	38.6326	2.6981			19.6513	2.3287	32.8950	386.1748
1434	38.6456	2.6990			19.1613	2.3280	32.8950	367.1546
1435	38.6586	2.6999			19.6112	2.3272	32.8950	384.5996
1436	38.6716	2.7008			19.6772	2.3265	32.8950	387.1925
1437	38.6846	2.7016			20.1753	2.3257	32.8950	407.0439
1438	38.6976	2.7025			20.6006	2.3250	32.8950	424.3831
1439	38.7106	2.7034			20.3314	2.3242	32.8950	413.3655
1440	38.7236	2.7042			19.7107	2.3235	32.8950	388.5113
1441	38.7366	2.7051			19.5557	2.3227	32.8950	382.4238
1442	38.7496	2.7060			19.2449	2.3220	32.8950	370.3648
1443	38.7626	2.7069			19.1773	2.3212	32.8950	367.7681
1444	38.7756	2.7077			19.5787	2.3205	32.8950	383.3244
1445	38.7886	2.7086			19.2660	2.3197	32.8950	371.1787
1446	38.8016	2.7095			19.4395	2.3190	32.8950	377.8944
1447	38.8146	2.7104			20.2035	2.3182	32.8950	408.1798
1448	38.8276	2.7112			20.1461	2.3175	32.8950	405.8667
1449	38.8406	2.7121			19.7428	2.3167	32.8950	389.7775
1450	38.8536	2.7130			20.3075	2.3160	32.8950	412.3935
1451	38.8666	2.7138			20.2940	2.3152	32.8950	411.8456
1452	38.8796	2.7147			19.7827	2.3145	32.8950	391.3562
1453	38.8926	2.7156			19.3782	2.3137	32.8950	375.5150
1454	38.9056	2.7165			19.4955	2.3130	32.8950	380.0749
1455	38.9186	2.7173			19.7558	2.3123	32.8950	390.2919
1456	38.9316	2.7182			19.1190	2.3115	32.8950	365.5369
1457	38.9446	2.7191			18.9865	2.3108	32.8950	360.4874
1458	38.9576	2.7200			19.2710	2.3100	32.8950	371.3704
1459	38.9706	2.7208			19.2492	2.3093	32.8950	370.5333
1460	38.9836	2.7217			19.3967	2.3086	32.8950	376.2336
1461	38.9966	2.7226			20.5944	2.3078	32.8950	424.1284
1462	39.0096	2.7234			20.9480	2.3071	32.8950	438.8174
1463	39.0226	2.7243			20.1639	2.3063	32.8950	406.5833
1464	39.0356	2.7252			19.9516	2.3056	32.8950	398.0653
1465	39.0486	2.7261			20.2420	2.3049	32.8950	409.7386
1466	39.0616	2.7269			20.0798	2.3041	32.8950	403.2003
1467	39.0746	2.7278			19.7204	2.3034	32.8950	388.8936
1468	39.0876	2.7287			20.0056	2.3027	32.8950	400.2241
1469	39.1006	2.7295			20.1771	2.3019	32.8950	407.1152
1470	39.1136	2.7304			20.1036	2.3012	32.8950	404.1553
1471	39.1266	2.7313			19.4793	2.3004	32.8950	379.4437
1472	39.1396	2.7322			19.4696	2.2997	32.8950	379.0643
1473	39.1526	2.7330			20.2992	2.2990	32.8950	412.0563
1474	39.1656	2.7339			20.9065	2.2982	32.8950	437.0822
1475	39.1786	2.7348			20.5547	2.2975	32.8950	422.4943
1476	39.1916	2.7357			20.2381	2.2968	32.8950	409.5824
1477	39.2046	2.7365			19.4761	2.2960	32.8950	379.3202
1478	39.2176	2.7374			19.8537	2.2953	32.8950	394.1713
1479	39.2306	2.7383			20.4220	2.2946	32.8950	417.0585
1480	39.2436	2.7391			20.5871	2.2939	32.8950	423.8303
1481	39.2566	2.7400			19.8356	2.2931	32.8950	393.4496
1482	39.2696	2.7409			20.5335	2.2924	32.8950	421.6266
1483	39.2826	2.7418			20.9664	2.2917	32.8950	439.5903
1484	39.2956	2.7426			20.8158	2.2909	32.8950	433.2990
1485	39.3086	2.7435			20.2385	2.2902	32.8950	409.5952
1486	39.3216	2.7444			20.0296	2.2895	32.8950	401.1845
1487	39.3346	2.7452			20.2800	2.2888	32.8950	411.2773
1488	39.3476	2.7461			20.4737	2.2880	32.8950	419.1740
1489	39.3606	2.7470			20.6937	2.2873	32.8950	428.2303
1490	39.3736	2.7479			20.2629	2.2866	32.8950	410.5835
1491	39.3866	2.7487			19.7990	2.2859	32.8950	392.0000
1492	39.3996	2.7496			19.8198	2.2851	32.8950	392.8234
1493	39.4126	2.7505			19.8109	2.2844	32.8950	392.4734
1494	39.4256	2.7513			19.6847	2.2837	32.8950	387.4859
1495	39.4386	2.7522			20.5758	2.2830	32.8950	423.3656
1496	39.4516	2.7531			19.8622	2.2822	32.8950	394.5077
1497	39.4646	2.7539			19.5528	2.2815	32.8950	382.3125
1498	39.4776	2.7548			19.6295	2.2808	32.8950	385.3168
1499	39.4906	2.7557			19.7519	2.2801	32.8950	390.1359
1500	39.5036	2.7566			19.3201	2.2794	32.8950	373.2646
1501	39.5166	2.7574			19.6370	2.2786	32.8950	385.6128
1502	39.5296	2.7583			20.2830	2.2779	32.8950	411.4007
1503	39.5426	2.7592			19.9038	2.2772	32.8950	396.1628
1504	39.5556	2.7600			19.4924	2.2765	32.8950	379.9545
1505	39.5686	2.7609			19.8222	2.2758	32.8950	392.9204
1506	39.5816	2.7618			20.7059	2.2750	32.8950	428.7362
