Nr.	Pos. [°2Th.]	Q [1/Å]	Iberechn. [cts]	Iback [cts]	Std.Abw.	d-Werte	CT [s]	Intensity [Counts]
1	20.0166	1.4176			22.8473	4.4323	32.8950	522.0000
2	20.0296	1.4185			22.5200	4.4295	32.8950	507.1488
3	20.0426	1.4194			20.4163	4.4267	32.8950	416.8257
4	20.0556	1.4203			21.0047	4.4238	32.8950	441.1963
5	20.0686	1.4212			21.4309	4.4210	32.8950	459.2856
6	20.0816	1.4221			21.7119	4.4181	32.8950	471.4047
7	20.0946	1.4230			21.2662	4.4153	32.8950	452.2502
8	20.1076	1.4240			21.7562	4.4125	32.8950	473.3331
9	20.1206	1.4249			21.1078	4.4097	32.8950	445.5401
10	20.1336	1.4258			21.7707	4.4068	32.8950	473.9638
11	20.1466	1.4267			21.7784	4.4040	32.8950	474.2977
12	20.1596	1.4276			21.5453	4.4012	32.8950	464.2006
13	20.1726	1.4285			21.6806	4.3984	32.8950	470.0475
14	20.1856	1.4294			20.2921	4.3956	32.8950	411.7713
15	20.1986	1.4303			21.2217	4.3928	32.8950	450.3598
16	20.2116	1.4312			21.4605	4.3900	32.8950	460.5535
17	20.2246	1.4322			22.8010	4.3872	32.8950	519.8870
18	20.2376	1.4331			22.2543	4.3844	32.8950	495.2532
19	20.2506	1.4340			21.8853	4.3816	32.8950	478.9646
20	20.2636	1.4349			22.7859	4.3789	32.8950	519.1968
21	20.2766	1.4358			21.8930	4.3761	32.8950	479.3037
22	20.2896	1.4367			21.3522	4.3733	32.8950	455.9172
23	20.3026	1.4376			22.6192	4.3705	32.8950	511.6282
24	20.3156	1.4385			22.6569	4.3678	32.8950	513.3360
25	20.3286	1.4394			22.4764	4.3650	32.8950	505.1907
26	20.3416	1.4404			22.1634	4.3623	32.8950	491.2170
27	20.3546	1.4413			21.4024	4.3595	32.8950	458.0612
28	20.3676	1.4422			21.0272	4.3567	32.8950	442.1432
29	20.3806	1.4431			20.8033	4.3540	32.8950	432.7782
30	20.3936	1.4440			21.9219	4.3512	32.8950	480.5700
31	20.4066	1.4449			21.6493	4.3485	32.8950	468.6928
32	20.4196	1.4458			20.5032	4.3458	32.8950	420.3796
33	20.4326	1.4467			20.7425	4.3430	32.8950	430.2520
34	20.4456	1.4476			21.7780	4.3403	32.8950	474.2831
35	20.4586	1.4485			21.4518	4.3376	32.8950	460.1811
36	20.4716	1.4495			21.5844	4.3348	32.8950	465.8870
37	20.4846	1.4504			22.1617	4.3321	32.8950	491.1415
38	20.4976	1.4513			22.1534	4.3294	32.8950	490.7726
39	20.5106	1.4522			21.0035	4.3267	32.8950	441.1474
40	20.5236	1.4531			21.6179	4.3240	32.8950	467.3336
41	20.5366	1.4540			21.4333	4.3213	32.8950	459.3856
42	20.5496	1.4549			21.1944	4.3186	32.8950	449.2024
43	20.5626	1.4558			21.7811	4.3159	32.8950	474.4151
44	20.5756	1.4567			21.4858	4.3132	32.8950	461.6397
45	20.5886	1.4577			21.1750	4.3105	32.8950	448.3805
46	20.6016	1.4586			21.5087	4.3078	32.8950	462.6234
47	20.6146	1.4595			21.8876	4.3051	32.8950	479.0665
48	20.6276	1.4604			21.7054	4.3024	32.8950	471.1251
49	20.6406	1.4613			21.6794	4.2997	32.8950	469.9983
50	20.6536	1.4622			21.5781	4.2971	32.8950	465.6134
51	20.6666	1.4631			21.5194	4.2944	32.8950	463.0855
52	20.6796	1.4640			21.7261	4.2917	32.8950	472.0242
53	20.6926	1.4649			21.8906	4.2890	32.8950	479.1968
54	20.7056	1.4658			21.8328	4.2864	32.8950	476.6729
55	20.7186	1.4668			21.8917	4.2837	32.8950	479.2468
56	20.7316	1.4677			22.4681	4.2811	32.8950	504.8141
57	20.7446	1.4686			22.1135	4.2784	32.8950	489.0051
58	20.7576	1.4695			21.3125	4.2758	32.8950	454.2213
59	20.7706	1.4704			21.1158	4.2731	32.8950	445.8775
60	20.7836	1.4713			21.0377	4.2705	32.8950	442.5854
61	20.7966	1.4722			21.3106	4.2678	32.8950	454.1399
62	20.8096	1.4731			21.6345	4.2652	32.8950	468.0526
63	20.8226	1.4740			21.5300	4.2626	32.8950	463.5393
64	20.8356	1.4750			21.6304	4.2599	32.8950	467.8745
65	20.8486	1.4759			21.8951	4.2573	32.8950	479.3944
66	20.8616	1.4768			22.2820	4.2547	32.8950	496.4854
67	20.8746	1.4777			22.2671	4.2521	32.8950	495.8231
68	20.8876	1.4786			21.8698	4.2494	32.8950	478.2903
69	20.9006	1.4795			21.4645	4.2468	32.8950	460.7230
70	20.9136	1.4804			21.5013	4.2442	32.8950	462.3072
71	20.9266	1.4813			21.7473	4.2416	32.8950	472.9456
72	20.9396	1.4822			21.5802	4.2390	32.8950	465.7045
73	20.9526	1.4831			21.3308	4.2364	32.8950	455.0042
74	20.9656	1.4841			20.8227	4.2338	32.8950	433.5837
75	20.9786	1.4850			21.3360	4.2312	32.8950	455.2245
76	20.9916	1.4859			22.1133	4.2286	32.8950	489.0000
77	21.0046	1.4868			21.9347	4.2260	32.8950	481.1310
78	21.0176	1.4877			21.4986	4.2234	32.8950	462.1916
79	21.0306	1.4886			21.6420	4.2209	32.8950	468.3752
80	21.0436	1.4895			20.8417	4.2183	32.8950	434.3775
81	21.0566	1.4904			21.2669	4.2157	32.8950	452.2797
82	21.0696	1.4913			21.9436	4.2131	32.8950	481.5223
83	21.0826	1.4922			21.3220	4.2106	32.8950	454.6273
84	21.0956	1.4931			21.3500	4.2080	32.8950	455.8232
85	21.1086	1.4941			21.6795	4.2054	32.8950	469.9992
86	21.1216	1.4950			21.7117	4.2029	32.8950	471.3981
87	21.1346	1.4959			21.3360	4.2003	32.8950	455.2270
88	21.1476	1.4968			21.8186	4.1978	32.8950	476.0514
89	21.1606	1.4977			22.0502	4.1952	32.8950	486.2096
90	21.1736	1.4986			21.6264	4.1927	32.8950	467.7015
91	21.1866	1.4995			21.7264	4.1901	32.8950	472.0371
92	21.1996	1.5004			21.5677	4.1876	32.8950	465.1648
93	21.2126	1.5013			21.8753	4.1851	32.8950	478.5273
94	21.2256	1.5022			22.4051	4.1825	32.8950	501.9882
95	21.2386	1.5032			21.6011	4.1800	32.8950	466.6057
96	21.2516	1.5041			21.7682	4.1775	32.8950	473.8524
97	21.2646	1.5050			21.3507	4.1749	32.8950	455.8543
98	21.2776	1.5059			21.7494	4.1724	32.8950	473.0375
99	21.2906	1.5068			21.7696	4.1699	32.8950	473.9172
100	21.3036	1.5077			21.6956	4.1674	32.8950	470.6992
101	21.3166	1.5086			21.3069	4.1649	32.8950	453.9845
102	21.3296	1.5095			21.2604	4.1624	32.8950	452.0043
103	21.3426	1.5104			21.9012	4.1599	32.8950	479.6619
104	21.3556	1.5113			21.5942	4.1574	32.8950	466.3080
105	21.3686	1.5122			20.8572	4.1549	32.8950	435.0214
106	21.3816	1.5132			21.6889	4.1524	32.8950	470.4100
107	21.3946	1.5141			21.6819	4.1499	32.8950	470.1035
108	21.4076	1.5150			21.3304	4.1474	32.8950	454.9870
109	21.4206	1.5159			22.0987	4.1449	32.8950	488.3505
110	21.4336	1.5168			21.2918	4.1424	32.8950	453.3428
111	21.4466	1.5177			21.3838	4.1399	32.8950	457.2684
112	21.4596	1.5186			21.3168	4.1374	32.8950	454.4055
113	21.4726	1.5195			21.5561	4.1350	32.8950	464.6644
114	21.4856	1.5204			21.8098	4.1325	32.8950	475.6666
115	21.4986	1.5213			21.6606	4.1300	32.8950	469.1803
116	21.5116	1.5223			21.7915	4.1276	32.8950	474.8715
117	21.5246	1.5232			20.5344	4.1251	32.8950	421.6632
118	21.5376	1.5241			21.3652	4.1226	32.8950	456.4718
119	21.5506	1.5250			21.7362	4.1202	32.8950	472.4625
120	21.5636	1.5259			21.9775	4.1177	32.8950	483.0117
121	21.5766	1.5268			21.8011	4.1153	32.8950	475.2881
122	21.5896	1.5277			22.1311	4.1128	32.8950	489.7874
123	21.6026	1.5286			21.6868	4.1104	32.8950	470.3156
124	21.6156	1.5295			21.4682	4.1079	32.8950	460.8818
125	21.6286	1.5304			21.9618	4.1055	32.8950	482.3194
126	21.6416	1.5313			21.6270	4.1031	32.8950	467.7281
127	21.6546	1.5322			21.4884	4.1006	32.8950	461.7498
128	21.6676	1.5332			20.9539	4.0982	32.8950	439.0641
129	21.6806	1.5341			21.1265	4.0958	32.8950	446.3288
130	21.6936	1.5350			21.6629	4.0933	32.8950	469.2805
131	21.7066	1.5359			21.2068	4.0909	32.8950	449.7263
132	21.7196	1.5368			21.7396	4.0885	32.8950	472.6085
133	21.7326	1.5377			21.9426	4.0861	32.8950	481.4780
134	21.7456	1.5386			21.7926	4.0837	32.8950	474.9180
135	21.7586	1.5395			22.1759	4.0813	32.8950	491.7715
136	21.7716	1.5404			21.9058	4.0789	32.8950	479.8644
137	21.7846	1.5413			22.0582	4.0765	32.8950	486.5653
138	21.7976	1.5422			22.1701	4.0740	32.8950	491.5155
139	21.8106	1.5432			21.4473	4.0716	32.8950	459.9868
140	21.8236	1.5441			21.7154	4.0693	32.8950	471.5568
141	21.8366	1.5450			21.8353	4.0669	32.8950	476.7825
142	21.8496	1.5459			21.0228	4.0645	32.8950	441.9570
143	21.8626	1.5468			21.0736	4.0621	32.8950	444.0951
144	21.8756	1.5477			21.5902	4.0597	32.8950	466.1355
145	21.8886	1.5486			21.7650	4.0573	32.8950	473.7136
146	21.9016	1.5495			21.8844	4.0549	32.8950	478.9289
147	21.9146	1.5504			21.5233	4.0526	32.8950	463.2543
148	21.9276	1.5513			21.5463	4.0502	32.8950	464.2426
149	21.9406	1.5522			22.0809	4.0478	32.8950	487.5670
150	21.9536	1.5531			22.1772	4.0455	32.8950	491.8274
151	21.9666	1.5541			21.8345	4.0431	32.8950	476.7436
152	21.9796	1.5550			21.6798	4.0407	32.8950	470.0139
153	21.9926	1.5559			21.6810	4.0384	32.8950	470.0655
154	22.0056	1.5568			21.7649	4.0360	32.8950	473.7102
155	22.0186	1.5577			21.8035	4.0337	32.8950	475.3925
156	22.0316	1.5586			21.3322	4.0313	32.8950	455.0628
157	22.0446	1.5595			20.8790	4.0290	32.8950	435.9309
158	22.0576	1.5604			20.7286	4.0266	32.8950	429.6734
159	22.0706	1.5613			21.3463	4.0243	32.8950	455.6656
160	22.0836	1.5622			22.0186	4.0219	32.8950	484.8200
161	22.0966	1.5631			21.7850	4.0196	32.8950	474.5876
162	22.1096	1.5640			21.1907	4.0173	32.8950	449.0445
163	22.1226	1.5650			20.3268	4.0149	32.8950	413.1778
164	22.1356	1.5659			20.7531	4.0126	32.8950	430.6892
165	22.1486	1.5668			21.4760	4.0103	32.8950	461.2184
166	22.1616	1.5677			21.2740	4.0079	32.8950	452.5847
167	22.1746	1.5686			20.9340	4.0056	32.8950	438.2333
168	22.1876	1.5695			21.6571	4.0033	32.8950	469.0289
169	22.2006	1.5704			21.8021	4.0010	32.8950	475.3297
170	22.2136	1.5713			21.9559	3.9987	32.8950	482.0612
171	22.2266	1.5722			21.8704	3.9964	32.8950	478.3132
172	22.2396	1.5731			21.7749	3.9941	32.8950	474.1474
173	22.2526	1.5740			21.4833	3.9918	32.8950	461.5332
174	22.2656	1.5749			20.9931	3.9895	32.8950	440.7101
175	22.2786	1.5759			20.6131	3.9872	32.8950	424.8989
176	22.2916	1.5768			22.2141	3.9849	32.8950	493.4645
177	22.3046	1.5777			21.7119	3.9826	32.8950	471.4045
178	22.3176	1.5786			21.4259	3.9803	32.8950	459.0688
179	22.3306	1.5795			22.0275	3.9780	32.8950	485.2089
180	22.3436	1.5804			22.2429	3.9757	32.8950	494.7458
181	22.3566	1.5813			21.6634	3.9734	32.8950	469.3007
182	22.3696	1.5822			20.8395	3.9711	32.8950	434.2853
183	22.3826	1.5831			21.2230	3.9689	32.8950	450.4176
184	22.3956	1.5840			21.1442	3.9666	32.8950	447.0789
185	22.4086	1.5849			21.1137	3.9643	32.8950	445.7887
186	22.4216	1.5858			21.4741	3.9621	32.8950	461.1369
187	22.4346	1.5867			21.7504	3.9598	32.8950	473.0812
188	22.4476	1.5877			21.9948	3.9575	32.8950	483.7695
189	22.4606	1.5886			22.4452	3.9553	32.8950	503.7890
190	22.4736	1.5895			21.3422	3.9530	32.8950	455.4886
191	22.4866	1.5904			21.9925	3.9508	32.8950	483.6719
192	22.4996	1.5913			21.3519	3.9485	32.8950	455.9032
193	22.5126	1.5922			20.9828	3.9462	32.8950	440.2780
194	22.5256	1.5931			21.4011	3.9440	32.8950	458.0052
195	22.5386	1.5940			20.4047	3.9418	32.8950	416.3513
196	22.5516	1.5949			20.8259	3.9395	32.8950	433.7167
197	22.5646	1.5958			21.1080	3.9373	32.8950	445.5464
198	22.5776	1.5967			21.7349	3.9350	32.8950	472.4078
199	22.5906	1.5976			21.9349	3.9328	32.8950	481.1415
200	22.6036	1.5985			21.9990	3.9306	32.8950	483.9561
201	22.6166	1.5995			21.0838	3.9283	32.8950	444.5283
202	22.6296	1.6004			21.8613	3.9261	32.8950	477.9158
203	22.6426	1.6013			21.5189	3.9239	32.8950	463.0646
204	22.6556	1.6022			21.6772	3.9217	32.8950	469.9004
205	22.6686	1.6031			21.7020	3.9194	32.8950	470.9758
206	22.6816	1.6040			21.4338	3.9172	32.8950	459.4089
207	22.6946	1.6049			21.3124	3.9150	32.8950	454.2200
208	22.7076	1.6058			21.4401	3.9128	32.8950	459.6765
209	22.7206	1.6067			21.4258	3.9106	32.8950	459.0638
210	22.7336	1.6076			22.2722	3.9084	32.8950	496.0495
211	22.7466	1.6085			22.2561	3.9062	32.8950	495.3347
212	22.7596	1.6094			22.1260	3.9040	32.8950	489.5616
213	22.7726	1.6103			21.7660	3.9018	32.8950	473.7600
214	22.7856	1.6112			21.6643	3.8996	32.8950	469.3404
215	22.7986	1.6122			21.2890	3.8974	32.8950	453.2207
216	22.8116	1.6131			21.8006	3.8952	32.8950	475.2677
217	22.8246	1.6140			22.0615	3.8930	32.8950	486.7110
218	22.8376	1.6149			21.3896	3.8908	32.8950	457.5131
219	22.8506	1.6158			20.6614	3.8886	32.8950	426.8919
220	22.8636	1.6167			21.7549	3.8865	32.8950	473.2749
221	22.8766	1.6176			21.6632	3.8843	32.8950	469.2923
222	22.8896	1.6185			21.5870	3.8821	32.8950	466.0000
223	22.9026	1.6194			22.0619	3.8799	32.8950	486.7285
224	22.9156	1.6203			21.6421	3.8778	32.8950	468.3802
225	22.9286	1.6212			21.5303	3.8756	32.8950	463.5548
226	22.9416	1.6221			21.9116	3.8734	32.8950	480.1171
227	22.9546	1.6230			22.0914	3.8713	32.8950	488.0302
228	22.9676	1.6239			21.9266	3.8691	32.8950	480.7760
229	22.9806	1.6249			21.1950	3.8669	32.8950	449.2291
230	22.9936	1.6258			21.4501	3.8648	32.8950	460.1060
231	23.0066	1.6267			21.0787	3.8626	32.8950	444.3103
232	23.0196	1.6276			21.4424	3.8605	32.8950	459.7782
233	23.0326	1.6285			21.9037	3.8583	32.8950	479.7724
234	23.0456	1.6294			21.5257	3.8562	32.8950	463.3569
235	23.0586	1.6303			21.2754	3.8540	32.8950	452.6436
236	23.0716	1.6312			21.5103	3.8519	32.8950	462.6921
237	23.0846	1.6321			21.4806	3.8497	32.8950	461.4166
238	23.0976	1.6330			21.9100	3.8476	32.8950	480.0461
239	23.1106	1.6339			21.7743	3.8455	32.8950	474.1222
240	23.1236	1.6348			21.3354	3.8433	32.8950	455.2000
241	23.1366	1.6357			21.6605	3.8412	32.8950	469.1780
242	23.1496	1.6366			21.8065	3.8391	32.8950	475.5215
243	23.1626	1.6375			21.8766	3.8370	32.8950	478.5868
244	23.1756	1.6385			21.6125	3.8348	32.8950	467.1002
245	23.1886	1.6394			21.1772	3.8327	32.8950	448.4736
246	23.2016	1.6403			21.0476	3.8306	32.8950	443.0000
247	23.2146	1.6412			21.2459	3.8285	32.8950	451.3867
248	23.2276	1.6421			21.6687	3.8264	32.8950	469.5330
249	23.2406	1.6430			21.7873	3.8243	32.8950	474.6859
250	23.2536	1.6439			21.6170	3.8221	32.8950	467.2946
251	23.2666	1.6448			21.5768	3.8200	32.8950	465.5583
252	23.2796	1.6457			21.5393	3.8179	32.8950	463.9430
253	23.2926	1.6466			21.8743	3.8158	32.8950	478.4853
254	23.3056	1.6475			22.0056	3.8137	32.8950	484.2482
255	23.3186	1.6484			21.5593	3.8116	32.8950	464.8040
256	23.3316	1.6493			21.3556	3.8095	32.8950	456.0604
257	23.3446	1.6502			20.9720	3.8075	32.8950	439.8236
258	23.3576	1.6511			20.6954	3.8054	32.8950	428.2995
259	23.3706	1.6520			21.1944	3.8033	32.8950	449.2014
260	23.3836	1.6530			21.9133	3.8012	32.8950	480.1941
261	23.3966	1.6539			22.3571	3.7991	32.8950	499.8404
262	23.4096	1.6548			22.2636	3.7970	32.8950	495.6664
263	23.4226	1.6557			21.7896	3.7949	32.8950	474.7883
264	23.4356	1.6566			21.6577	3.7929	32.8950	469.0556
265	23.4486	1.6575			21.9861	3.7908	32.8950	483.3898
266	23.4616	1.6584			21.2801	3.7887	32.8950	452.8411
267	23.4746	1.6593			20.9253	3.7867	32.8950	437.8693
268	23.4876	1.6602			21.3912	3.7846	32.8950	457.5821
269	23.5006	1.6611			21.0238	3.7825	32.8950	442.0000
270	23.5136	1.6620			21.3750	3.7805	32.8950	456.8905
271	23.5266	1.6629			21.8782	3.7784	32.8950	478.6546
272	23.5396	1.6638			21.2305	3.7763	32.8950	450.7352
273	23.5526	1.6647			20.8837	3.7743	32.8950	436.1306
274	23.5656	1.6656			21.4329	3.7722	32.8950	459.3682
275	23.5786	1.6665			21.4709	3.7702	32.8950	460.9988
276	23.5916	1.6674			21.0770	3.7681	32.8950	444.2414
277	23.6046	1.6684			21.5984	3.7661	32.8950	466.4903
278	23.6176	1.6693			21.7646	3.7641	32.8950	473.6998
279	23.6306	1.6702			21.1154	3.7620	32.8950	445.8592
280	23.6436	1.6711			21.0849	3.7600	32.8950	444.5720
281	23.6566	1.6720			21.7944	3.7579	32.8950	474.9958
282	23.6696	1.6729			21.7363	3.7559	32.8950	472.4676
283	23.6826	1.6738			20.7932	3.7539	32.8950	432.3561
284	23.6956	1.6747			20.3187	3.7518	32.8950	412.8481
285	23.7086	1.6756			20.4587	3.7498	32.8950	418.5598
286	23.7216	1.6765			21.5631	3.7478	32.8950	464.9671
287	23.7346	1.6774			21.3756	3.7458	32.8950	456.9178
288	23.7476	1.6783			21.0905	3.7437	32.8950	444.8075
289	23.7606	1.6792			21.6923	3.7417	32.8950	470.5560
290	23.7736	1.6801			22.2207	3.7397	32.8950	493.7615
291	23.7866	1.6810			21.5046	3.7377	32.8950	462.4466
292	23.7996	1.6819			21.0281	3.7357	32.8950	442.1800
293	23.8126	1.6828			21.9117	3.7337	32.8950	480.1248
294	23.8256	1.6837			21.4197	3.7317	32.8950	458.8033
295	23.8386	1.6847			22.2413	3.7297	32.8950	494.6745
296	23.8516	1.6856			21.8556	3.7277	32.8950	477.6666
297	23.8646	1.6865			21.1972	3.7257	32.8950	449.3229
298	23.8776	1.6874			21.6356	3.7237	32.8950	468.0977
299	23.8906	1.6883			21.2856	3.7217	32.8950	453.0788
300	23.9036	1.6892			21.8434	3.7197	32.8950	477.1329
301	23.9166	1.6901			21.9163	3.7177	32.8950	480.3241
302	23.9296	1.6910			21.2597	3.7157	32.8950	451.9732
303	23.9426	1.6919			21.2188	3.7137	32.8950	450.2390
304	23.9556	1.6928			22.7718	3.7117	32.8950	518.5544
305	23.9686	1.6937			21.4243	3.7097	32.8950	458.9992
306	23.9816	1.6946			21.8066	3.7077	32.8950	475.5265
307	23.9946	1.6955			21.1672	3.7058	32.8950	448.0505
308	24.0076	1.6964			21.1649	3.7038	32.8950	447.9539
309	24.0206	1.6973			21.5417	3.7018	32.8950	464.0468
310	24.0336	1.6982			20.7921	3.6998	32.8950	432.3097
311	24.0466	1.6991			21.8433	3.6979	32.8950	477.1283
312	24.0596	1.7000			22.8303	3.6959	32.8950	521.2232
313	24.0726	1.7009			21.4873	3.6939	32.8950	461.7032
314	24.0856	1.7019			21.2257	3.6920	32.8950	450.5284
315	24.0986	1.7028			22.3699	3.6900	32.8950	500.4106
316	24.1116	1.7037			21.8865	3.6880	32.8950	479.0168
317	24.1246	1.7046			21.1094	3.6861	32.8950	445.6053
318	24.1376	1.7055			21.3231	3.6841	32.8950	454.6741
319	24.1506	1.7064			21.9430	3.6822	32.8950	481.4965
320	24.1636	1.7073			21.7596	3.6802	32.8950	473.4782
321	24.1766	1.7082			21.4156	3.6783	32.8950	458.6271
322	24.1896	1.7091			20.9496	3.6763	32.8950	438.8863
323	24.2026	1.7100			20.9721	3.6744	32.8950	439.8301
324	24.2156	1.7109			21.0567	3.6724	32.8950	443.3853
325	24.2286	1.7118			21.2753	3.6705	32.8950	452.6369
326	24.2416	1.7127			21.7625	3.6686	32.8950	473.6060
327	24.2546	1.7136			21.6752	3.6666	32.8950	469.8161
328	24.2676	1.7145			21.8016	3.6647	32.8950	475.3095
329	24.2806	1.7154			21.6404	3.6628	32.8950	468.3087
330	24.2936	1.7163			20.9409	3.6608	32.8950	438.5198
331	24.3066	1.7172			20.9041	3.6589	32.8950	436.9820
332	24.3196	1.7181			21.5650	3.6570	32.8950	465.0501
333	24.3326	1.7190			21.4024	3.6550	32.8950	458.0609
334	24.3456	1.7199			21.0061	3.6531	32.8950	441.2578
335	24.3586	1.7209			21.3911	3.6512	32.8950	457.5785
336	24.3716	1.7218			21.9824	3.6493	32.8950	483.2247
337	24.3846	1.7227			21.2376	3.6474	32.8950	451.0337
338	24.3976	1.7236			21.3833	3.6455	32.8950	457.2473
339	24.4106	1.7245			21.7323	3.6435	32.8950	472.2925
340	24.4236	1.7254			21.7924	3.6416	32.8950	474.9090
341	24.4366	1.7263			22.0033	3.6397	32.8950	484.1434
342	24.4496	1.7272			21.2895	3.6378	32.8950	453.2434
343	24.4626	1.7281			21.6893	3.6359	32.8950	470.4271
344	24.4756	1.7290			22.0151	3.6340	32.8950	484.6637
345	24.4886	1.7299			21.2825	3.6321	32.8950	452.9442
346	24.5016	1.7308			21.5602	3.6302	32.8950	464.8402
347	24.5146	1.7317			21.9939	3.6283	32.8950	483.7325
348	24.5276	1.7326			21.5835	3.6264	32.8950	465.8482
349	24.5406	1.7335			21.1549	3.6245	32.8950	447.5296
350	24.5536	1.7344			21.1875	3.6226	32.8950	448.9083
351	24.5666	1.7353			21.1209	3.6208	32.8950	446.0921
352	24.5796	1.7362			21.1244	3.6189	32.8950	446.2418
353	24.5926	1.7371			21.1043	3.6170	32.8950	445.3898
354	24.6056	1.7380			20.8212	3.6151	32.8950	433.5232
355	24.6186	1.7389			21.0277	3.6132	32.8950	442.1626
356	24.6316	1.7398			21.2645	3.6113	32.8950	452.1793
357	24.6446	1.7407			21.3091	3.6095	32.8950	454.0796
358	24.6576	1.7417			21.0728	3.6076	32.8950	444.0637
359	24.6706	1.7426			21.1386	3.6057	32.8950	446.8385
360	24.6836	1.7435			22.0641	3.6039	32.8950	486.8231
361	24.6966	1.7444			22.1942	3.6020	32.8950	492.5847
362	24.7096	1.7453			21.9375	3.6001	32.8950	481.2541
363	24.7226	1.7462			21.8842	3.5983	32.8950	478.9187
364	24.7356	1.7471			21.6108	3.5964	32.8950	467.0270
365	24.7486	1.7480			21.5185	3.5945	32.8950	463.0477
366	24.7616	1.7489			21.9107	3.5927	32.8950	480.0806
367	24.7746	1.7498			22.3312	3.5908	32.8950	498.6844
368	24.7876	1.7507			22.3201	3.5890	32.8950	498.1882
369	24.8006	1.7516			22.0612	3.5871	32.8950	486.6972
370	24.8136	1.7525			21.8130	3.5853	32.8950	475.8079
371	24.8266	1.7534			21.3529	3.5834	32.8950	455.9450
372	24.8396	1.7543			21.7249	3.5816	32.8950	471.9706
373	24.8526	1.7552			21.9521	3.5797	32.8950	481.8952
374	24.8656	1.7561			21.7595	3.5779	32.8950	473.4745
375	24.8786	1.7570			22.0277	3.5761	32.8950	485.2188
376	24.8916	1.7579			21.5087	3.5742	32.8950	462.6259
377	24.9046	1.7588			20.9679	3.5724	32.8950	439.6539
378	24.9176	1.7597			21.0599	3.5705	32.8950	443.5194
379	24.9306	1.7606			21.4421	3.5687	32.8950	459.7633
380	24.9436	1.7615			21.1110	3.5669	32.8950	445.6761
381	24.9566	1.7624			21.4518	3.5651	32.8950	460.1810
382	24.9696	1.7633			22.0940	3.5632	32.8950	488.1452
383	24.9826	1.7642			21.4810	3.5614	32.8950	461.4353
384	24.9956	1.7651			20.3269	3.5596	32.8950	413.1827
385	25.0086	1.7661			21.6181	3.5578	32.8950	467.3423
386	25.0216	1.7670			21.5095	3.5559	32.8950	462.6568
387	25.0346	1.7679			22.0769	3.5541	32.8950	487.3903
388	25.0476	1.7688			21.5295	3.5523	32.8950	463.5215
389	25.0606	1.7697			21.9442	3.5505	32.8950	481.5496
390	25.0736	1.7706			21.8989	3.5487	32.8950	479.5609
391	25.0866	1.7715			22.0069	3.5469	32.8950	484.3030
392	25.0996	1.7724			22.0513	3.5451	32.8950	486.2588
393	25.1126	1.7733			20.9810	3.5433	32.8950	440.2032
394	25.1256	1.7742			21.6823	3.5415	32.8950	470.1219
395	25.1386	1.7751			22.4542	3.5397	32.8950	504.1910
396	25.1516	1.7760			21.8063	3.5379	32.8950	475.5159
397	25.1646	1.7769			21.6762	3.5361	32.8950	469.8585
398	25.1776	1.7778			21.6291	3.5343	32.8950	467.8175
399	25.1906	1.7787			21.5768	3.5325	32.8950	465.5601
400	25.2036	1.7796			21.8212	3.5307	32.8950	476.1640
401	25.2166	1.7805			21.9089	3.5289	32.8950	480.0000
402	25.2296	1.7814			21.8983	3.5271	32.8950	479.5346
403	25.2426	1.7823			21.4036	3.5253	32.8950	458.1123
404	25.2556	1.7832			21.6331	3.5235	32.8950	467.9908
405	25.2686	1.7841			21.4723	3.5217	32.8950	461.0603
406	25.2816	1.7850			20.9855	3.5200	32.8950	440.3892
407	25.2946	1.7859			21.3890	3.5182	32.8950	457.4878
408	25.3076	1.7868			22.5816	3.5164	32.8950	509.9276
409	25.3206	1.7877			20.7402	3.5146	32.8950	430.1539
410	25.3336	1.7886			21.9016	3.5128	32.8950	479.6813
411	25.3466	1.7895			21.3099	3.5111	32.8950	454.1125
412	25.3596	1.7904			21.2169	3.5093	32.8950	450.1561
413	25.3726	1.7913			21.4484	3.5075	32.8950	460.0321
414	25.3856	1.7922			21.8251	3.5058	32.8950	476.3355
415	25.3986	1.7931			21.9853	3.5040	32.8950	483.3530
416	25.4116	1.7940			21.8794	3.5022	32.8950	478.7065
417	25.4246	1.7950			22.1604	3.5005	32.8950	491.0848
418	25.4376	1.7959			21.4328	3.4987	32.8950	459.3665
419	25.4506	1.7968			21.6840	3.4970	32.8950	470.1970
420	25.4636	1.7977			21.8837	3.4952	32.8950	478.8979
421	25.4766	1.7986			21.5062	3.4935	32.8950	462.5147
422	25.4896	1.7995			21.7104	3.4917	32.8950	471.3406
423	25.5026	1.8004			21.5652	3.4899	32.8950	465.0593
424	25.5156	1.8013			21.3489	3.4882	32.8950	455.7742
425	25.5286	1.8022			22.1288	3.4865	32.8950	489.6824
426	25.5416	1.8031			22.1270	3.4847	32.8950	489.6038
427	25.5546	1.8040			21.0827	3.4830	32.8950	444.4796
428	25.5676	1.8049			21.7007	3.4812	32.8950	470.9220
429	25.5806	1.8058			21.7706	3.4795	32.8950	473.9610
430	25.5936	1.8067			21.1825	3.4777	32.8950	448.7001
431	25.6066	1.8076			21.7210	3.4760	32.8950	471.8032
432	25.6196	1.8085			21.4272	3.4743	32.8950	459.1250
433	25.6326	1.8094			21.0104	3.4725	32.8950	441.4372
434	25.6456	1.8103			21.8496	3.4708	32.8950	477.4039
435	25.6586	1.8112			22.6129	3.4691	32.8950	511.3430
